word1,word2,word3,n,unique_ids
ir,ephippia,size,1,1
isolate,identities,class,1,1
isotope,sample,id,1,1
j2nb_1s,phi_no2,qy_error,1,1
julianday,dailyrain_mm,latitude,1,1
julianday,watertemp_c,nep_g_m3_day,1,1
julianday,woy,doc_ppm,1,1
k_cm_h,locationnotes,site,1,1
k2so4,tn,k2so4,1,1
k2so4,toc,fum,1,1
kelp,red.algae,suspension,1,1
km,total,mercury,1,1
komarkova,1983,glacial,1,1
komarkova,1983,soil,1,1
laboratory,volumetric,percent,1,1
lat,dd,elevation,1,1
lat,lon,ctbr_id,1,1
latitude,dd,longitude,1,1
latitude,longitude,date_time_deployed,1,1
latitude,longitude,datetime,1,1
latitude,longitude,watercolumnposition,1,1
latitude,min,latitude,1,1
latitude,sec,longitude,1,1
latitude,station_name,datasetid,1,1
latitude,surface,elevation,1,1
latitude_dd,longitude_dd,depth_m,1,1
layer,borehole,location,1,1
layer,borehole,plot,1,1
layer,t1,5,1,1
layer,top,bottom,1,1
litter,soil,dust,1,1
litter,water,sum,1,1
live_to_total_ratio,skewness_comment,d75,1,1
location,coordinates,sublocation,1,1
location,date,distance,1,1
location,depth,tare,1,1
location,ibutton,position,1,1
location,latitude,dd,1,1
location,lowest.grade,highest.grade,1,1
locationnotes,site,station,1,1
logger,notes,longitude,1,1
lon,ctbr_id,ctbr_id,1,1
lon,east,ch4,1,1
lon,east,sog,1,1
longitude,date_time,bearing_degree,1,1
longitude,date_time,depth_m,1,1
longitude,date_time,tidal_slope_m_h,1,1
longitude,date_time_deployed,date_time_retrieved,1,1
longitude,datetime,latitude,1,1
longitude,dd,elevation,1,1
longitude,elevation,distance,1,1
longitude,elevation,transect,1,1
longitude,habitat_type,datasetid,1,1
longitude,habitat_type,node,1,1
longitude,habitat_type,station,1,1
longitude,latitude,station_name,1,1
longitude,latitude,surface,1,1
longitude,min,longitude,1,1
longitude,sec,date,1,1
longitude,watercolumnposition,julianday,1,1
lower,cal,range,1,1
lower,range,2s,1,1
lowest.grade,highest.grade,title.i.status.count,1,1
m_captured,f_captured,day_used_for_hatch_date_or_last_date_checked,1,1
m_la,d1_la,d2_la,1,1
m_num,d1_num,d2_num,1,1
m_validy,f_validy,m_validy,1,1
m_validy,m_validy,t_validy,1,1
m_wt,d1_wt,d2_wt,1,1
macrofossil,14c,analytical,1,1
macrotopography_class,microtopography_class,surface_organic_depth,1,1
majority,minority,median,1,1
manipulation,manipulation_comments,conceal,1,1
manipulation_comments,conceal,aspect,1,1
marginestriata,chrysophyte,cysts,1,1
mass,depth,toc,1,1
mass,sample,type,1,1
mass,x_dms,y_dms,1,1
material,dated,lower,1,1
material,lower,range,1,1
material,surficial,geomorphology,1,1
material,therm_alt,size,1,1
material_dated,subregion,shoreline_exp,1,1
mbc,mbn,po4,1,1
mbn,po4,fum,1,1
mean_lai,geomorphic_unit,macrotopography_class,1,1
mean_shrub_height,mean_lai,geomorphic_unit,1,1
measurement,notes,tephras,1,1
measurement,resolution,measurement,1,1
measurement,resolution,notes,1,1
measurement,x_dms,y_dms,1,1
measurementtype,stdevobservedicethickness_cm,maximumicethickness_cm,1,1
meltpond7beconcentration_error,snowsamplevolume_liters,snow7beconcentration_error,1,1
meltpondsamplevolume_liters,meltpond7beconcentration_error,snowsamplevolume_liters,1,1
method,sampling,round,1,1
mgretrans,comments,treatment,1,1
mic,po4,homogenized,1,1
microsites,site,moisture,1,1
microtopography_class,surface_organic_depth,dominant_mineral_texture,1,1
min,latitude,sec,1,1
min,longitude,sec,1,1
min,max,range,1,1
min10break,tavg,tdew,1,1
minus,es,disturbance,1,1
mld,rn,ra,1,1
mo,sn,daybreak,1,1
mo,sn,hrbreak,1,1
moist,structure,gravel,1,1
moisture,content,estimated,1,1
munsell,color,moist,1,1
munsell,volumetric,soil,1,1
mvalidy,fvalidy,mvalidy,1,1
mvalidy,m_validy,f_validy,1,1
mvalidy,mvalidy,tvalidy,1,1
mvalidy,tvalidy,mvalidy,1,1
mycorrhizal,family,otu.plots,1,1
nao,ao,aao,1,1
nav,terms,url,1,1
near_orig_site,obs_comm,data_entry_comments,1,1
nest_book_comments,nest_contents,comments,1,1
nest_contents,comments,comments,1,1
nfixer,mycorrhizal,family,1,1
nh4,no3,po4,1,1
nh4,po4,tfpa,1,1
nh4_µm,hno3_µm,nh4_µm,1,1
no3,nh4,po4,1,1
no3,po4,tfpa,1,1
node,stationtype,category,1,1
north,west,slope,1,1
note,prcntyrsfi,note,1,1
note,prcntyrsfi,prcntyrsfi,1,1
note,resolution,measurement,1,1
notes,absolute,height,1,1
notes,artifact,position_in_core,1,1
notes,column,definition,1,1
notes,core,time,1,1
notes,dated,material,1,1
notes,environmental,factor,1,1
notes,hole,date,1,1
notes,longitude,latitude,1,1
notes,note,resolution,1,1
notes,releve,depth,1,1
notes,releve,plot,1,1
notes,site,type,1,1
notes_gps_change,use_gps,how_fnd,1,1
nretrans,pretrans,mgretrans,1,1
num_tablets,grains_per_tablet,sample_quantity,1,1
numbera,dated,bone,1,1
numberoflakessurveyed_n,measurementtype,stdevobservedicethickness_cm,1,1
nwstake,notes_gps_change,use_gps,1,1
objectid,uniqueid_1,zone_code,1,1
objectid_1,permanent_,gnis_id,1,1
obs_comm,data_entry_comments,history,1,1
observers,north,west,1,1
oc,ec,ec,1,1
ocean,calibration,sample,1,1
oid_,area_sqkm,uniqueid,1,1
oid_,objectid,uniqueid_1,1,1
one_tenth_wave_period_s,average_wave_height_m,wave_energy_j_m2,1,1
order_prob,family,family_prob,1,1
order1,fetch_m,oid_,1,1
organic,buffer,j2nb_s1,1,1
organic,organic_m,j2nb_s1,1,1
organic_m,j2nb_s1,phi_no2,1,1
organics,id,description,1,1
otu,transect,subzone,1,1
otu.plots,otu,transect,1,1
otu.plots,sum,read_length,1,1
parent,material,surficial,1,1
paste,gravel,dry,1,1
peptide,proteinids,psmid,1,1
percent,cover,releve,1,1
percent,gravel,dry,1,1
percent,gravel,litter,1,1
percent,success,silva,1,1
perimeter,totallakes,up_conn,1,1
perma,frost,table,1,1
permanent_,gnis_id,gnis_name,1,1
pfc1,pfc2,nfixer,1,1
pfc2,nfixer,mycorrhizal,1,1
pgf,replication,factors.plot,1,1
pgf,replication,otu.plots,1,1
pgf,replication,species,1,1
ph,paste,gravel,1,1
photo,p_se,r_se,1,1
photographer,plot,photo,1,1
phycoerythrin_ug_l,salinity,specific_conductivity_us_cm,1,1
phylum,phylum_prob,class,1,1
phylum_prob,class,class_prob,1,1
pigment,flag,station_name,1,1
pit,lake,pit,1,1
pleurocarpous,bryophytes,cover,1,1
plot,id,dry,1,1
plot,sample,type,1,1
plots,category,factor,1,1
pna,seaice,mo,1,1
po4,fum,nh4,1,1
po4,homogenized,mass,1,1
po4,no3,nh4,1,1
pore,water,mass,1,1
position,alaska,geobotany,1,1
position,depth,position,1,1
position,notes,absolute,1,1
position,soil,units,1,1
prcntyrsfi,prcntyrsfi,note,1,1
prcp.yr,eto,hargreaves,1,1
pressure,depth,speed,1,1
pressure_dbar,depth_m,speed_of_sound_m_s,1,1
pretrans,mgretrans,comments,1,1
profile,layer,t1,1,1
proteinids,psmid,score,1,1
published,material,dated,1,1
quad,site,cca,1,1
ra,avg,226ra,1,1
radio_transmitter,comments,all_obs_reported,1,1
radio_transmitter,comments,dead,1,1
ramet,m_wt,d1_wt,1,1
range,soil,description,1,1
range,upper,cal,1,1
reachcode,ftype,fcode,1,1
reaction,wavelength_nm,detection_limit,1,1
read_length,phylum,phylum_prob,1,1
recalibrated_parameters,pressure_dbar,depth_m,1,1
recdatetime,datetime_utc,lat,1,1
regionname,numberoflakessurveyed_n,measurementtype,1,1
releve,depth,descriptive,1,1
replacement_clutch,manipulation,manipulation_comments,1,1
replicate,snowpack,sampling,1,1
replication,factors.plot,soilorganichorizonthickness,1,1
replication,otu.plots,otu,1,1
replication,species,plots,1,1
res,temp,core,1,1
res,time,pore,1,1
resight_btwn_year,near_orig_site,obs_comm,1,1
resightings,resight_btwn_year,near_orig_site,1,1
resolution,measurement,notes,1,1
resolution,notes,note,1,1
rh.ice,t.rsd,hrbreak,1,1
rh.ice,t.rsd,mo,1,1
rh.ice,t.rsd,nao,1,1
rik37,ir,14c,1,1
rms,frost_spec,frost_ref,1,1
rn,ra,avg,1,1
rock,water,sum,1,1
round,percent,success,1,1
s.y,quad,site,1,1
salinity,specific_conductivity_us_cm,temperature_c,1,1
salt,container,organic,1,1
salt,organic,buffer,1,1
sample,cm,horizon,1,1
sample,cm,soil,1,1
sample,id,abbreviated,1,1
sample,id,size,1,1
sample,notes,dated,1,1
sample,replicate,snowpack,1,1
sample,tare,borehole,1,1
sample,type,dry,1,1
sample,type,filter,1,1
sample,type,toc,1,1
sample,type,uciams,1,1
sample_precision,datasetid,givenname,1,1
sampleid,shortname,horizon,1,1
sampling,id,start,1,1
sampling,round,percent,1,1
scavenger,scavenger_conc,solute_location,1,1
scavenger_conc,solute_location,j2nb_1s,1,1
school.id,school.name,location,1,1
school.name,location,lowest.grade,1,1
seaice,mo,sn,1,1
season,date_collected,flag_nh3,1,1
season,date_collected,pigment,1,1
season,date_time,water_column_position,1,1
sec,date,site,1,1
sec,longitude,deg,1,1
sed,ir,ephippia,1,1
serial,veg_lifeform_code,veg_structure_class_code,1,1
shape_area,remove,uniqueid,1,1
shape_leng,shape_area,remove,1,1
shortname,horizon,block,1,1
significant_wave_period_s,one_tenth_wave_period_s,average_wave_height_m,1,1
silva,taxonomy,cultivated,1,1
site,cca,filter,1,1
site,date,sar_platform,1,1
site,moisture,modified,1,1
site,s.y,quad,1,1
site,type,location,1,1
site_id,lat,lon,1,1
site_id,stemp_id,site_id,1,1
site_id,vegeclass,doy_st,1,1
site_id,vegeclass,vegename,1,1
sixhour_horizontal_velocity,sixhour_horizontal_velocity_uncertainty,jar2_melt,1,1
sixhour_horizontal_velocity_uncertainty,jar2_melt,foxx_melt,1,1
size,delta,14c,1,1
size,srt,cortex,1,1
size,st,dev,1,1
size,µm,ephippia,1,1
skewness_comment,d75,d25,1,1
sn,daybreak,wind.az,1,1
sn,hrbreak,wind.az,1,1
snow,duration,animal,1,1
snow,duration,estimated,1,1
snow,duration,modifier,1,1
snow7beconcentration_error,icecoresamplevolume_liters,icecore7beconcentration_error,1,1
snowsamplevolume_liters,snow7beconcentration_error,icecoresamplevolume_liters,1,1
soil,color,determination,1,1
soil,description,tare,1,1
soil,dust,gravel,1,1
soil,grab,sample,1,1
soil,ph,paste,1,1
soil,sample,tare,1,1
soil,temperature,height,1,1
soil,units,estimated,1,1
soilorganichorizonthickness,swisurface,species.plots,1,1
solute_location,j2nb_1s,phi_no2,1,1
sound,specific,conductivity,1,1
sound_vel,station,date_time,1,1
sourceagen,type,comments,1,1
spec_id,float,material,1,1
species,plots,category,1,1
species,ramet,m_wt,1,1
species,species_prob,taxonomy,1,1
species_prob,taxonomy,taxon,1,1
species.plots,pfc1,pfc2,1,1
specific,conductivity,station,1,1
specific_conductivity_us_cm,flags_condsal,flags_temperature,1,1
specific_conductivity_us_cm,temperature_c,notes,1,1
speed_cm_s,heading,vel_n,1,1
speed_cm_s,heading_degree,vel_n_cm_s,1,1
speed_of_sound_m_s,specific_conductivity_us_cm,flags_condsal,1,1
srt,cortex,type,1,1
st,dev,µm,1,1
st_depth,site_id,stemp_id,1,1
st.dev,t2,estimated,1,1
stability,exposure,scale,1,1
stability,exposure,soil,1,1
stake,resightings,resight_btwn_year,1,1
station,date,water_column_position,1,1
station,date_time,datasetid,1,1
station,date_time,instrument,1,1
station,date_time,pressure,1,1
station,date_time,sound_vel,1,1
station,date_time,station,1,1
station,date_time,voltage_int_v,1,1
station,season,date_time,1,1
station,volume,stop,1,1
station_name,datasetid,givenname,1,1
station_sampling_priority,chemistry,unit,1,1
station_sampling_priority,node,lagoon,1,1
station_sampling_priority,station,date_time,1,1
std,sum,variety,1,1
std.dev.attend,5yrs,avg.p.s.eth.an,1,1
std.dev.enroll,avg.s.count.ayp,5yrs,1,1
std.dev.grad,5yrs,avg.attend,1,1
std.dev.s.count.ayp,5yrs,avg.s.p.prof.r,1,1
std.dev.s.p.prof.m,5yrs,avg.t.count,1,1
std.dev.s.p.prof.r,5yrs,avg.s.p.prof.w,1,1
std.dev.s.p.prof.w,5yrs,avg.s.p.prof.m,1,1
std.dev.t.count,5yrs,avg.t.retention,1,1
std.dev.trentention,5yrs,avg.grad,1,1
stdev_226ra,222rn,stdev_rn,1,1
stdev.p.s.eth.an,5yrs,avg.p.s.gender.male,1,1
stdevd13ch4,permil,light_lux,1,1
stdevd13ch4_permil,avgd13ch4_permi,stdevd13ch4_permil,1,1
stdevd13ch4_permil,avgd13ch4_permil,stdevd13ch4_permil,1,1
stdevobservedicethickness_cm,maximumicethickness_cm,studysource,1,1
stemp_id,site_id,lat,1,1
stop,date,stop,1,1
stop,time,longitude,1,1
structure,gravel,consistency,1,1
sublocation,tundra,pit,1,1
subregion,shoreline_exp,lake_exp,1,1
subsample_correction_factor,incidental,comments,1,1
success,silva,taxonomy,1,1
sum,read_length,phylum,1,1
sum,variety,majority,1,1
surface,borehole,location,1,1
surface,elevation,borehole,1,1
surface,height,transect,1,1
surface,snow,pit,1,1
surficial,geomorphology,microsites,1,1
swisurface,species.plots,pfc1,1,1
t_radiometers,degc,lat,1,1
t.rsd,hrbreak,daybreak,1,1
t.rsd,mo,sn,1,1
t.rsd,nao,ao,1,1
t1,average,thickness,1,1
t2,estimated,volumetric,1,1
t2,volumetric,moisture,1,1
table,2.6,date,1,1
table,2.6,depth,1,1
tare,borehole,plot,1,1
tare,profile,layer,1,1
taxon,trophic.mode,guild,1,1
taxonomy,cultivated,isolate,1,1
taxonomy,taxon,trophic.mode,1,1
tc,oc,ec,1,1
temp,core,notes,1,1
temperature_c,notes,station_name,1,1
terms,nav,terms,1,1
texture,boundaries,notes,1,1
tfpa,trs,installed,1,1
tfpa,trs,mic,1,1
thaw,depth,perma,1,1
thaw,depth,permafrost,1,1
therm_alt,size,srt,1,1
thickness,2011,ice,1,1
thickness,2012,ice,1,1
thickness,2013,ice,1,1
thickness,2014,ice,1,1
thickness,t1,samples,1,1
thickness,t2,samples,1,1
tidal_slope_m_h,notes,station,1,1
tile,site,s.y,1,1
time,hom,time,1,1
time,pore,water,1,1
time,res,time,1,1
timestamp,flow,min10break,1,1
timestamp,flow,timestamp,1,1
title.i.status.count,5yrs,avg.enrollment10.14.5yrs,1,1
tn,fum,mbc,1,1
tn,fum,toc,1,1
tn,k2so4,toc,1,1
toc,k2so4,tn,1,1
toc,tn,fum,1,1
topographic,position,soil,1,1
total_mercury_flag,dissolved,0.45micrometer,1,1
totallakes,up_conn,down_conn,1,1
transect,borehole,depth,1,1
treatment,comments,b1notes,1,1
treatment,plot,id,1,1
treatment,plot,sample,1,1
treatment,species,ramet,1,1
trophic.mode,guild,confidence.ranking,1,1
trough,bare,ground,1,1
trs,installed,days,1,1
trs,mic,po4,1,1
tundra,pit,lake,1,1
tvalidy,mvalidy,m_validy,1,1
type,comments,shape_leng,1,1
type,dry,mass,1,1
type,filter,sampling,1,1
type,initiation,analyst,1,1
type,location,latitude,1,1
type,stability,exposure,1,1
type,toc,tn,1,1
type,uciams,isotope,1,1
uames,numbera,dated,1,1
uciams,isotope,sample,1,1
uncal_error,spec_id,float,1,1
uncal_mean,uncal_error,spec_id,1,1
uncertain_of_fate,replacement_clutch,manipulation,1,1
uncertainty,organics,id,1,1
uncertainty,sample,type,1,1
uniqueid,objectid_1,permanent_,1,1
uniqueid_1,zone_code,count,1,1
unit,reaction,wavelength_nm,1,1
units,estimated,snow,1,1
unk1_captured,unk2_captured,m_captured,1,1
unk2_captured,m_captured,f_captured,1,1
upper,cal,range,1,1
upper,range,2s,1,1
use_gps,how_fnd,fence,1,1
valves,c37,total,1,1
variety,majority,minority,1,1
veg_completeness,mean_shrub_height,mean_lai,1,1
veg_lifeform_code,veg_structure_class_code,id,1,1
veg_structure_class_code,id,rock_depth,1,1
veg_type,treatment,species,1,1
vegeclass,doy_st,year_st,1,1
vegeclass,vegename,vegedescription,1,1
vegedescription,site_id,vegeclass,1,1
vegename,vegedescription,site_id,1,1
vegetated,cover,litter,1,1
vegetation,type,walker,1,1
vel_e,station,date_time,1,1
vel_e_cm_s,flags,station_name,1,1
vel_n,vel_e,station,1,1
vel_n_cm_s,vel_e_cm_s,flags,1,1
vis,comment,rfe,1,1
voltage_int_v,station_name,latitude,1,1
volume,stop,date,1,1
volumetric,percent,gravel,1,1
volumetric,soil,ph,1,1
vulgaris,diploneis,marginestriata,1,1
water,mass,x_dms,1,1
water,sum,releve,1,1
water_column_position,collection_method,habitat,1,1
water_column_position,d18o,notes,1,1
water_column_position,depth_m,phycoerythrin_ug_l,1,1
water_column_position,flag_c,flag_n,1,1
water_column_position,flag_nh3,flag_po4,1,1
watercolumn7be_platform,watercolumn7beconcentration_error,meltpondsamplevolume_liters,1,1
watercolumn7be_sampleid,watercolumn7be_platform,watercolumn7beconcentration_error,1,1
watercolumn7beconcentration_error,meltpondsamplevolume_liters,meltpond7beconcentration_error,1,1
watercolumnposition,julianday,woy,1,1
wave_energy_j_m2,notes,station,1,1
wavelength_nm,detection_limit,applicable_range,1,1
wedge,degredation,expected2013,1,1
wedge,thickness,2011,1,1
wedge,thickness,2012,1,1
wedge,thickness,2013,1,1
wedge,thickness,2014,1,1
weight,notes,releve,1,1
west,slope,aspect,1,1
wet,mass,depth,1,1
wet,mass,sample,1,1
woy,doc_ppm,k_cm_h,1,1
year_ai,air_height,site_id,1,1
year_st,st_depth,site_id,1,1
µm,ephippia,size,1,1
µm,rik37,ir,1,1
